"NIS5","TX_DESCR_NL","TX_DESCR_FR","TX_ADM_DSTR_DESCR_NL","TX_ADM_DSTR_DESCR_FR","TX_PROV_DESCR_NL","TX_PROV_DESCR_FR","TX_RGN_DESCR_NL","TX_RGN_DESCR_FR","CASES"
"11001","Aartselaar","Aartselaar","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","132"
"11002","Antwerpen","Anvers","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","2539"
"11004","Boechout","Boechout","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","42"
"11005","Boom","Boom","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","95"
"11007","Borsbeek","Borsbeek","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","94"
"11008","Brasschaat","Brasschaat","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","192"
"11009","Brecht","Brecht","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","114"
"11013","Edegem","Edegem","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","77"
"11016","Essen","Essen","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","98"
"11018","Hemiksem","Hemiksem","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","56"
"11021","Hove (Antwerpen)","Hove (Anvers)","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","58"
"11022","Kalmthout","Kalmthout","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","111"
"11023","Kapellen (Antwerpen)","Kapellen (Anvers)","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","157"
"11024","Kontich","Kontich","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","55"
"11025","Lint","Lint","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","20"
"11029","Mortsel","Mortsel","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","109"
"11030","Niel","Niel","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","41"
"11035","Ranst","Ranst","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","47"
"11037","Rumst","Rumst","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","71"
"11038","Schelle","Schelle","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","33"
"11039","Schilde","Schilde","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","111"
"11040","Schoten","Schoten","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","119"
"11044","Stabroek","Stabroek","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","100"
"11050","Wijnegem","Wijnegem","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","21"
"11052","Wommelgem","Wommelgem","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","47"
"11053","Wuustwezel","Wuustwezel","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","81"
"11054","Zandhoven","Zandhoven","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","87"
"11055","Zoersel","Zoersel","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","73"
"11056","Zwijndrecht","Zwijndrecht","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","84"
"11057","Malle","Malle","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","47"
"12002","Berlaar","Berlaar","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","46"
"12005","Bonheiden","Bonheiden","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","31"
"12007","Bornem","Bornem","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","95"
"12009","Duffel","Duffel","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","86"
"12014","Heist-op-den-Berg","Heist-op-den-Berg","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","204"
"12021","Lier","Lierre","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","111"
"12025","Mechelen","Malines","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","321"
"12026","Nijlen","Nijlen","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","115"
"12029","Putte","Putte","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","34"
"12035","Sint-Katelijne-Waver","Sint-Katelijne-Waver","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","147"
"12040","Willebroek","Willebroek","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","108"
"12041","Puurs-Sint-Amands","Puurs-Sint-Amands","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","170"
"13001","Arendonk","Arendonk","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","39"
"13002","Baarle-Hertog","Baerle-Duc","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","13"
"13003","Balen","Balen","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","51"
"13004","Beerse","Beerse","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","54"
"13006","Dessel","Dessel","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","23"
"13008","Geel","Geel","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","168"
"13010","Grobbendonk","Grobbendonk","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","58"
"13011","Herentals","Herentals","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","109"
"13012","Herenthout","Herenthout","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","21"
"13013","Herselt","Herselt","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","96"
"13014","Hoogstraten","Hoogstraten","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","49"
"13016","Hulshout","Hulshout","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","35"
"13017","Kasterlee","Kasterlee","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","58"
"13019","Lille","Lille","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","120"
"13021","Meerhout","Meerhout","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","48"
"13023","Merksplas","Merksplas","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","51"
"13025","Mol","Mol","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","82"
"13029","Olen","Olen","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","53"
"13031","Oud-Turnhout","Oud-Turnhout","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","119"
"13035","Ravels","Ravels","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","143"
"13036","Retie","Retie","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","33"
"13037","Rijkevorsel","Rijkevorsel","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","38"
"13040","Turnhout","Turnhout","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","176"
"13044","Vorselaar","Vorselaar","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","39"
"13046","Vosselaar","Vosselaar","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","49"
"13049","Westerlo","Westerlo","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","99"
"13053","Laakdal","Laakdal","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","75"
"21001","Anderlecht","Anderlecht","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","883"
"21002","Oudergem","Auderghem","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","140"
"21003","Sint-Agatha-Berchem","Berchem-Sainte-Agathe","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","182"
"21004","Brussel","Bruxelles","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","894"
"21005","Etterbeek","Etterbeek","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","183"
"21006","Evere","Evere","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","228"
"21007","Vorst (Brussel-Hoofdstad)","Forest (Bruxelles-Capitale)","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","295"
"21008","Ganshoren","Ganshoren","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","134"
"21009","Elsene","Ixelles","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","400"
"21010","Jette","Jette","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","290"
"21011","Koekelberg","Koekelberg","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","102"
"21012","Sint-Jans-Molenbeek","Molenbeek-Saint-Jean","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","572"
"21013","Sint-Gillis","Saint-Gilles","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","250"
